2011,1,29,문이 닫히면,윤두준,My Story,발라드,2010.12.21,17621,"['사람', '눈물', '추억', '행복', '모습']"
2011,1,30,뭐해?,포맨,2010 YWHO Winter Serenade,발라드,2010.12.22,5588,"['baby', 'lady', '표현', '말', 'bay']"
2011,1,31,눈부신 눈물,디셈버,A Story To The Sky,발라드,2010.11.01,23144,"['마지막', '오늘', '본적', '생각', '말']"
2011,1,32,같이 살자,김지수,야차 Meets 슈퍼스타K2,발라드,2010.12.24,9884,"['평생', '위험', '운명', '사랑', '사람']"
2011,1,33,하늘을 달리다,허각,허각 1st 미니앨범,발라드,2010.11.16,14467,"['목소리', '귓가', '때', '이름', '마음속']"
2011,1,34,Supa Dupa Diva,달샤벳,Supa Dupa Diva,댄스,2011.01.04,10154,"['Supa', 'hot', 'Dupa', '물', 'baby']"
2011,1,35,라떼 한잔 ,가비엔제이,라떼 한잔,발라드,2011.01.12,1721,"['날', 'love', 'bay', '사랑', '가슴']"
2011,1,36,Love Love Love,애프터스쿨,Happy Pledis 1st Album,댄스,2010.12.07,4295,"['Ah', '처음', '고백', '맘', '사랑']"
2011,1,37,첫 이별 그날 밤,아이유,Real,발라드,2010.12.09,88536,"['사랑', '이별', '일', '고민', '밤']"
2011,1,38,내 남자친구를 부탁해,윤하 (YOUNHA),Lost In Love,발라드,2010.12.09,22103,"['뒤', '걸음', '가슴', '마지막', '그림자']"
2011,1,39,남남,환희,남남,발라드,2010.12.29,824,"['걸', '이별', '말', '사랑', '행복']"
2011,1,40,Stay,엠블랙,BLAQ Style,댄스,2011.01.10,2955,"['날', '사랑', '말', '전부', '이이']"
2011,1,41,사랑해 그리고 기억해,먼데이 키즈 (Monday Kiz),Nostalgia,발라드,2011.01.05,5359,"['사랑', '기억', '때', '후회', '게']"
2011,1,42,러브 레시피,거미,러브 레시피,발라드,2010.11.23,34426,"['사랑', 'lu', 'baby', '행복', '때']"
2011,1,43,어쩌라고,승리,승리 1st Mini Album V.V.I.P,댄스,2011.01.20,6804,"['말', 'breakin', '날', '바보', '아무것']"
2011,1,44,기가 차 ,케이윌,기가 차,발라드,2011.01.21,4290,"['사랑', '그때', '처음', '걸', '게']"
2011,1,45,리듬속으로,서인영,Ellythm,댄스,2010.12.10,873,"['몸', '안', '위', '구름', '기분']"
2011,1,46,사랑경보 II ,H-유진,사랑경보 II,발라드,2010.12.24,1061,"['사랑', '말', '거리', '세상', '사람']"
2011,1,47,Cry,엠블랙,BLAQ Style,댄스,2011.01.10,2190,"['baby', 'yeah', '눈물', '말해줘', '오']"
2011,1,48,몇 월 며칠 몇 시 ,지아,겨울에 내리는 눈물,발라드,2010.12.23,4106,"['사랑', '고백', '이유', '행복', '말']"
2011,1,49,잘 된 일이야,나비,Hello,발라드,2011.01.19,37703,"['Hello', '죄', '눈물', 'Don', 'cry']"
2011,1,50,Right Now,싸이 (PSY),PSYFIVE,랩/힙합,2010.10.20,18622,"['위', '박동', '심장', '빌딩', '인생']"
2011,1,51,술을 못해요,베이지,술을 못해요,발라드,2011.01.11,1683,"['술', '전화', '후회', '사람', '생각']"
2011,1,52,느리게 하는 일,아이유,Real,발라드,2010.12.09,46051,[]
2011,1,53,본능적으로 ,강승윤,슈퍼스타K 2 Top11 Part.3,록/메탈,2010.10.13,35241,"['사랑', '최고', '생', '시작', '본능']"
2011,1,54,비밀 ,부활,부활 Collaboration Project + (plus)  +1,록/메탈,2011.01.17,25212,"['날', '시', '한편', '계절', '비밀']"
2011,1,55,처음 뵙겠습니다 ,지나,처음 뵙겠습니다 (With 휘성),발라드,2011.01.11,11891,"['baby', '모레', '내일', '사람', '처음']"
2011,1,56,톡톡 ,마이티 마우스,Mighty Fresh,랩/힙합,2011.01.18,20003,"['love', 'ma', 'baby', '말', 'boo']"
2011,1,57,Black & White,지나,Black & White,댄스,2011.01.18,16417,"['Black', 'Hey', 'oh', 'Kick', '안']"
2011,1,58,우리 사랑이 뭐 이래요,서영은,우리 사랑이 뭐 이래요,발라드,2011.01.14,1723,"['걸', '말', '사랑', '거짓말', '머리']"
2011,1,59,아름다운 널,박칼린,아름다운 널,발라드,2010.12.08,447,"['맘', '사랑', '고백', '후', '손']"
2011,1,60,사랑은 언제나 목마르다,이영현,김형석 With 이영현 (빅마마),발라드,2010.12.27,2140,"['상처', '가슴속', '눈물', '약속', '날']"
2011,1,61,단 한 사람 ,언터쳐블,Untouchable Mini Album 3rd,댄스,2010.12.30,897,[]
2011,1,62,늦은 후회,린,김형석 With 린 (LYn),발라드,2011.01.06,9185,"['행복', '순간', '후', '사랑', '곁']"
2011,1,63,Baby Good Night,GD&TOP,GD&TOP,랩/힙합,2010.12.24,21706,"['good', 'girl', 'baby', 'night', 'beautiful']"
2011,1,64,I'm Your Man,존박,Im Your Man,발라드,2010.12.17,5991,"['love', 'Lady', '말', '집', '밤']"
2011,1,65,내겐 너무 멋진 그대,씨야,See You Again,발라드,2011.01.21,8930,"['말', '한적', '생각', '한번', '마지막']"
2011,1,66,BTD ,인피니트,Evolution,댄스,2011.01.06,28814,"['heart', '길', '끝', '집착', '마음']"
2011,1,67,Supa Luv,틴탑,Transform,댄스,2011.01.13,7195,"['luv', 'Supa', 'La', 'supa', 'want']"
2011,1,68,비주얼드림 ,소녀시대 (GIRLS' GENERATION),비주얼 드림 (POP! POP!) - Intel 콜라보레이션,댄스,2011.01.17,2330,"['오', 'love', 'pop', 'visual', '고민']"
2011,1,69,혼자 있는 방,아이유,Real,발라드,2010.12.09,35810,"['혼자', '달', '별도', '하늘', '숨결']"
2011,1,70,미친 듯이,2AM,Saint oclock,발라드,2010.10.26,3750,"['날', '일', '이유', '눈물']"
2011,1,71,러브 ,이기찬,L.O.V.E,발라드,2010.12.02,902,"['일', '어깨', '때', 'love', '하늘']"
2011,1,72,아파 ,2NE1,To Anyone,발라드,2010.09.09,38776,"['속', '맘', '생각', '이상', '말']"
2011,1,73,가로수 그늘 아래 서면,장재인,슈퍼스타K 2 Top11 Part.4,발라드,2010.10.26,15812,"['사랑', '밑', '가로수', '하늘', '별']"
2011,1,74,하루하루,김보경 (NEON),The First Day,발라드,2011.01.24,22028,"['반복', '하루', 'll', '추억', '흔적']"
2011,1,75,Breathe,미쓰에이,Step Up,댄스,2010.09.27,9252,"['때', 'oh', '고백', '생각', '날']"
2011,1,76,Go Away,2NE1,To Anyone,댄스,2010.09.09,44453,"['love', '날', '남', '슬픔', 'boy']"
2011,1,77,우동,강민경 (다비치),우동,댄스,2010.12.17,4217,"['맘', '우동', '사랑', '동동', '로동']"
2011,1,78,악몽,G-DRAGON,GD&TOP,랩/힙합,2010.12.24,13854,"['Don', 'tell', '꿈', '눈', '어젯밤']"
2011,1,79,Life Is Tab,슈퍼스타K 2,Life Is Tab,댄스,2011.01.07,430,"['Tab', 'Hot', 'Bye', 'tab', '무대']"
2011,1,80,해바라기,SG 워너비,SG Wannabe 7 Part.1,발라드,2010.10.19,26461,"['세상', '행복', '사랑', '말', '사람']"
2011,1,81,Can't Nobody,2NE1,To Anyone,댄스,2010.09.09,21283,"['bad', 'nobody', '때', 'beat', 'good']"
2011,1,82,숨,비스트,Mastermind,댄스,2010.09.28,25135,"['숨', 'yeah', 'breath', 'don', 'hold']"
2011,1,83,I Can't,2PM,Still 200pm,발라드,2010.10.11,6520,"['love', 'forget', 'need', '생각', '눈물']"
2011,1,84,Not Alone,박정민,Not Alone,댄스,2011.01.20,979,"['step', 'stop', 'Step', 're', '끝']"
2011,1,85,V.V.I.P,승리,승리 1st Mini Album V.V.I.P,댄스,2011.01.20,4946,"['oh', 'HEY', 'rollin', 'hot', '세상']"
2011,1,86,Mach,레인보우,Mach,댄스,2010.10.20,9670,"['숨', 'ye', 'oh', '맘', '심장']"
2011,1,87,그대네요,성시경,그대네요,발라드,2010.09.28,83801,"['말', '안녕', '날', '눈빛', '꿈']"
2011,1,88,마지막 사랑,엠투엠 (M To M),박근태 Black Label 1,발라드,2010.12.20,636,"['마지막', '시작', '처음', '사랑', '날']"
2011,1,89,독종,임재범,싸인 OST Part.2,"발라드, 국내드라마",2011.01.07,825,"['몸서리', '진저리', '사람', '사랑', '안']"
2011,1,90,어쩌란 말이냐?,G-DRAGON,GD&TOP,랩/힙합,2010.12.24,7348,"['TE', 'YE', '안', '헤이', '헤이']"
2011,1,91,"울고, 불고…",지아,"울고, 불고...",발라드,2010.10.19,17680,"['안', '품', '소용', '밤', '눈물']"
2011,1,92,Beautiful Girls ,소녀시대 (GIRLS' GENERATION),The 1st Asia Tour Concert Into The New World,발라드,2010.12.30,2446,['바보']
2011,1,93,Christmas Time,성시경,Jelly Christmas,발라드,2010.12.06,20032,"['Christmas', '고백', '손', 'Merry', '순간']"
2011,1,94,You Are Not Alone,휘성 (Realslow),Winter Night,발라드,2010.12.22,602,"['slip', 'love', 'ask', 'sit', 'Everyday']"
2011,1,95,오늘따라,T.O.P,GD&TOP,랩/힙합,2010.12.24,4728,"['오늘', '밤', '무쇠', '비', 'feel']"
2011,1,96,이별 뒤에 해야 할 몇 가지 ,김진표,이별 뒤에 해야 할 몇 가지,랩/힙합,2010.12.15,4896,"['사랑', '일', '이제', '밥', '날']"
2011,1,97,전화 좀 받어,가비엔제이,Glossy,발라드,2010.11.24,1550,"['사랑', '안', '목소리', '한마디', '맘']"
2011,1,98,어제 같은데,채동하,어제 같은데,발라드,2011.01.14,643,"['동안', '자리', '속', '서로', '사랑']"
2011,1,99,PeeKaBoo,제이큐티,PeeKaBoo,댄스,2011.01.14,495,"['날', 'PeeKaBoo', '도마', 'babe', 'baby']"
2011,1,100,편지할께요,카라,2011 김형석 With Friends Part.1,발라드,2011.01.13,809,"['그리움', '맘', '친구', '어둠', '창가']"
2011,2,1,좋은 날,아이유,Real,댄스,2010.12.09,134776,"['말', 'beautiful', '위', '하늘', '고개']"
2011,2,2,Black & White,지나,Black & White,댄스,2011.01.18,16417,"['Black', 'Hey', 'oh', 'Kick', '안']"
2011,2,3,톡톡 ,마이티 마우스,Mighty Fresh,랩/힙합,2011.01.18,20003,"['love', 'ma', 'baby', '말', 'boo']"
2011,2,4,처음 사랑하는 연인들을 위해 ,정용화 (CNBLUE),처음 사랑하는 연인들을 위해 (부제 반말송),발라드,2011.01.14,32160,"['사이', '눈', '이제', '대신', '말투']"
2011,2,5,좋은 날,아이유,Real,댄스,2010.12.09,134776,"['말', 'beautiful', '위', '하늘', '고개']"
2011,2,6,달라,김범수,달라,발라드,2011.01.31,10841,"['love', '말', '이별', 'sorry', '사랑']"
2011,2,7,기가 차 ,케이윌,기가 차,발라드,2011.01.21,4290,"['사랑', '그때', '처음', '걸', '게']"
2011,2,8,어쩌라고,승리,승리 1st Mini Album V.V.I.P,댄스,2011.01.20,6804,"['말', 'breakin', '날', '바보', '아무것']"
2011,2,9,잘 된 일이야,나비,Hello,발라드,2011.01.19,37703,"['Hello', '죄', '눈물', 'Don', 'cry']"
2011,2,10,Oh Yeah ,GD&TOP,GD&TOP,랩/힙합,2010.12.24,29231,"['oh', 'yeah', '밤', '오늘', '별']"
2011,2,11,High High,GD&TOP,GD&TOP,랩/힙합,2010.12.24,28998,"['ha', 'high', 'fly', '반항', '이유']"
2011,2,12,하루하루,김보경 (NEON),The First Day,발라드,2011.01.24,22028,"['반복', '하루', 'll', '추억', '흔적']"
2011,2,13,왜 ,동방신기 (TVXQ!),왜 (Keep Your Head Down),댄스,2011.01.05,15279,"['꿈', '사랑', '훗날', '장난', 'low']"
2011,2,14,나만 몰랐던 이야기,아이유,Real+,발라드,2011.02.17,104089,"['끝', '겐', '나라', '그때', '이야기']"
2011,2,15,Supa Dupa Diva,달샤벳,Supa Dupa Diva,댄스,2011.01.04,10154,"['Supa', 'hot', 'Dupa', '물', 'baby']"
2011,2,16,Back It Up,쥬얼리,Back It Up,댄스,2011.01.27,1289,"['turn', '다', '얘기', '티', 'll']"
2011,2,17,내겐 너무 멋진 그대,씨야,See You Again,발라드,2011.01.21,8930,"['말', '한적', '생각', '한번', '마지막']"
2011,2,18,니까짓게,씨스타,니까짓게,댄스,2010.12.03,11969,"['baby', '사랑', 'sorry', 'Sistar', 'Baby']"
2011,2,19,집에 가지마,GD&TOP,GD&TOP,랩/힙합,2010.12.24,34036,[]
2011,2,20,Stay,엠블랙,BLAQ Style,댄스,2011.01.10,2955,"['날', '사랑', '말', '전부', '이이']"
2011,2,21,나쁜 남자,JOO,Heartmade,발라드,2011.01.04,17088,"['남자', '사랑', 'sorry', 'Ah', '여자']"
2011,2,22,내꺼중에 최고,이현,내꺼중에 최고,발라드,2011.02.15,16923,"['삶', '최고', '눈', '사람']"
2011,2,23,라떼 한잔 ,가비엔제이,라떼 한잔,발라드,2011.01.12,1721,"['날', 'love', 'bay', '사랑', '가슴']"
2011,2,24,사랑이 고프다 ,박효신,Gift (Part.2),발라드,2010.12.13,26964,"['밖', '혼자', '날', '품', '안']"
2011,2,25,이게 아닌데,아이유,Real,발라드,2010.12.09,37096,[]
2011,2,26,그때 난 사는거야,이해리 (다비치),그때 난 사는거야,발라드,2011.01.27,15199,"['외침', '기도', '사랑', '소리', '밤새']"
2011,2,27,눈물을 움켜쥐고,장혜진,보이스원,발라드,2011.02.08,2544,"['걸음', '날', '안', '아픔', '슬픔']"
2011,2,28,V.V.I.P,승리,승리 1st Mini Album V.V.I.P,댄스,2011.01.20,4946,"['oh', 'HEY', 'rollin', 'hot', '세상']"
2011,2,29,뻑이가요,GD&TOP,GD&TOP,랩/힙합,2010.12.24,13704,[]
2011,2,30,왜 이러니,티아라,왜 이러니,댄스,2010.11.23,10911,"['Knock', 'crazy', '바보', '말', 'love']"
2011,2,31,행복한 나를 ,허각,허각 1st 미니앨범,발라드,2010.11.16,43217,"['사랑', '지금', '이제', '하루', '마음']"
2011,2,32,잔혹동화,아이유,Real+,발라드,2011.02.17,26464,"['Everyone', '속', '날', 'Nothing']"
2011,2,33,별처럼,태연 (TAEYEON),별처럼,발라드,2010.11.17,44283,"['별', '하늘', '영원', 'everything', 're']"
2011,2,34,yayaya,티아라,Vol.2 Temptastic,댄스,2010.12.01,6042,"['Ah', 'Yo', 'ma', 'Hot', 'Shubidubi']"
2011,2,35,헤어진 두사람 ,나몰라패밀리JW,헤어진 두사람,발라드,2011.02.09,1229,"['사랑', '이제', '숨', '하루', '종일']"
2011,2,36,똑같다면,브라운 아이드 소울,Browneyed Soul,R&B/Soul,2010.11.25,33317,"['오랫동안', '품', '손', '기억', '길']"
2011,2,37,뷰티풀 걸 ,티아라,Beautiful Girl,댄스,2011.02.10,1230,"['girl', 'Beautiful', 'mine', 'fly', 're']"
2011,2,38,돌아와 나쁜 너,가희,돌아와 나쁜 너,댄스,2011.02.14,1551,"['don', '안', '꿈', '키스', '머리']"
2011,2,39,비밀 ,부활,부활 Collaboration Project + (plus)  +1,록/메탈,2011.01.17,25212,"['날', '시', '한편', '계절', '비밀']"
2011,2,40,밤하늘의 별을 3 ,양정승,밤하늘의 별을 3,발라드,2011.02.08,4585,"['사랑', '순간', '손', '행복', '때']"
2011,2,41,같이 있어줘,박화요비,같이 있어줘,발라드,2011.02.10,3978,"['맘', '날', '손', '곁', '게']"
2011,2,42,어떻게 니가,배다해,어떻게 니가,발라드,2011.02.09,305,"['한마디', '속', '심장', '사랑', '맘']"
2011,2,43,여자를 울렸으니까,신지,여자를 울렸으니까,발라드,2011.02.11,384,"['친구', '위로', '사랑', '이제', '바보']"
2011,2,44,장난친거니 ,일 락,장난친거니,댄스,2011.01.27,193,"['don', '날', 'Don', '논거', '마음']"
2011,2,45,Break Away ,MC 스나이퍼,Break Away,랩/힙합,2011.01.27,3707,"['Break', '속', '날', 'Hall', '내일']"
2011,2,46,훗 ,소녀시대 (GIRLS' GENERATION),훗 (Hoot) The 3rd Mini Album,댄스,2010.10.25,19258,"['Trouble', '상처', '배', '독', '갑옷']"
2011,2,47,You Are My Everything,플라워,Everything Inside Of Me,"발라드, 록/메탈",2011.02.16,1804,"['기도', '오늘', '노래', '가슴', 're']"
2011,2,48,니가 따끔거려서,제아,니가 따끔거려서,발라드,2010.12.28,2852,"['하루', '말', '추억', '머리', '사랑']"
2011,2,49,TONIGHT,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,40542,"['오', 'tonight', '우', 'bang', 'big']"
2011,2,50,Supa Luv,틴탑,Transform,댄스,2011.01.13,7195,"['luv', 'Supa', 'La', 'supa', 'want']"
2011,2,51,악담,이현,악담,발라드,2011.02.07,1215,"['기억', '날', '사랑', '담벼락', '친구']"
2011,2,52,파파라치 ,간미연,Watch,댄스,2011.02.17,8854,"['파파라치', '때', '피해', 'gon', 'watch']"
2011,2,53,점핑 ,카라,점핑,댄스,2010.11.10,10240,"['Jumpin', 'YOU', 'Jump', '그때', '속']"
2011,2,54,BTD ,인피니트,Evolution,댄스,2011.01.06,28814,"['heart', '길', '끝', '집착', '마음']"
2011,2,55,가지 말아요,지아,겨울에 내리는 눈물,발라드,2010.12.23,1948,"['사랑', '한참', '소리', '말', '시간']"
2011,2,56,그땐 그땐 그땐,Supreme Team,Ames Room,랩/힙합,2010.10.01,90836,"['그때', '불안', '맘', '후회', '게']"
2011,2,57,우리 사랑이 뭐 이래요,서영은,우리 사랑이 뭐 이래요,발라드,2011.01.14,1723,"['걸', '말', '사랑', '거짓말', '머리']"
2011,2,58,당신께 이노래를 불러 드릴께요,태사비애,당신께 이노래를 불러 드릴께요,발라드,2011.01.28,2039,"['노래', '마음', '사랑', '행복', '눈물']"
2011,2,59,아잉♡,오렌지 캬라멜,아잉♡,댄스,2010.11.18,14927,"['사랑', '나나', '남자', '간질', '징글']"
2011,2,60,언제나,허각,언제나,발라드,2010.11.04,23684,"['사랑', '시간', '세상', '사람', '생각']"
2011,2,61,투정,이특 (LEETEUK),일밤 오늘을 즐겨라 발라드 프로젝트,발라드,2011.01.30,1286,"['연습', '종일', '사랑', '마지막', '사람']"
2011,2,62,Beautiful,비스트,Lights Go On Again,댄스,2010.11.09,30245,"['oh', 'girl', 'listen', 'beautiful', 'love']"
2011,2,63,애인만들기,견우 (Kyunwoo),애인만들기,발라드,2011.02.17,1345,"['말', '애인', '친구', '마음', '때']"
2011,2,64,넌 그날 ,HUS (허밍어반스테레오),그날,발라드,2011.02.08,10163,"['그날', '뒤', '키스', '술', '수염']"
2011,2,65,Bad Temper,가인,Bad Temper,댄스,2010.12.21,5423,"['don', 'damn', '안', '혀', '입안']"
2011,2,66,WHAT IS RIGHT,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,24599,"['yeh', '사랑', '미안', 'ye', '말']"
2011,2,67,같이 살자,김지수,야차 Meets 슈퍼스타K2,발라드,2010.12.24,9884,"['평생', '위험', '운명', '사랑', '사람']"
2011,2,68,CAFE,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,52128,"['기억', '속', '향기', '후', '정적']"
2011,2,69,Let's Dance,J.Lee,Lets Dance,댄스,2011.02.08,551,"['dance', 'night', '어깨', '다음', '앞뒤']"
2011,2,70,Not Alone,박정민,Not Alone,댄스,2011.01.20,979,"['step', 'stop', 'Step', 're', '끝']"
2011,2,71,첫 이별 그날 밤,아이유,Real,발라드,2010.12.09,88536,"['사랑', '이별', '일', '고민', '밤']"
2011,2,72,전활 받지 않는 너에게,2AM,Saint oclock,발라드,2010.10.26,24867,"['처음', '앞', '집', '사람', '날']"
2011,2,73,HANDS UP,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,11381,"['ho', 'high', 'hey', 'world', '음악']"
2011,2,74,비주얼드림 ,소녀시대 (GIRLS' GENERATION),비주얼 드림 (POP! POP!) - Intel 콜라보레이션,댄스,2011.01.17,2330,"['오', 'love', 'pop', 'visual', '고민']"
2011,2,75,SOMEBODY TO LOVE,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,14336,"['love', 'somebody', 'don', '남자', '여자']"
2011,2,76,사랑해 그리고 기억해,먼데이 키즈 (Monday Kiz),Nostalgia,발라드,2011.01.05,5359,"['사랑', '기억', '때', '후회', '게']"
2011,2,77,One Kiss,손담비,K.O Sound Compilation Series Vol.2,댄스,2011.01.31,82,"['ve', 'friend', 'Crazy', 'Me', '걸']"
2011,2,78,사랑이 녹다,Ab 에비뉴,White Season,발라드,2011.01.26,304,"['날', '못가', '말', '행복', '흰눈']"
2011,2,79,그게 아니고,10CM,1.0,"인디음악, 포크/블루스",2011.02.10,48769,"['고장', '보일러', '골목길', '밤', '생각']"
2011,2,80,러브 레시피,거미,러브 레시피,발라드,2010.11.23,34426,"['사랑', 'lu', 'baby', '행복', '때']"
2011,2,81,눈부신 눈물,디셈버,A Story To The Sky,발라드,2010.11.01,23144,"['마지막', '오늘', '본적', '생각', '말']"
2011,2,82,하늘을 달리다,허각,허각 1st 미니앨범,발라드,2010.11.16,14467,"['목소리', '귓가', '때', '이름', '마음속']"
2011,2,83,Hello 허니 ,박혜경,Hello 허니,록/메탈,2011.02.15,169,"['Goodbye', 'Say', '파티', '매력', '오늘']"
2011,2,84,십년도 모자라,간종욱,2집,발라드,2011.01.14,110,"['안', '사람', '일', '운명', '사랑']"
2011,2,85,너를 위한 10가지 거짓말,란 (RAN),너를 위한 10가지 거짓말,발라드,2011.02.18,227,"['말', '맘', '입', '반대', '거짓말']"
2011,2,86,처음 뵙겠습니다 ,지나,처음 뵙겠습니다 (With 휘성),발라드,2011.01.11,11891,"['baby', '모레', '내일', '사람', '처음']"
2011,2,87,오 마이 럽 ,The Apple,Love Story - Intro,댄스,2011.01.28,184,"['친구', 'help', 'care', '말', '필요']"
2011,2,88,미리 메리 크리스마스 ,아이유,Real,댄스,2010.12.09,147911,"['사랑', '눈', '때', '빛', 'Huh']"
2011,2,89,친한 사이,레이디 제인,친한 사이,발라드,2011.02.21,1634,"['사람', '눈빛', '속', '맘', '사이']"
2011,2,90,뭐해?,포맨,2010 YWHO Winter Serenade,발라드,2010.12.22,5588,"['baby', 'lady', '표현', '말', 'bay']"
2011,2,91,두 남자 이야기,The One (더원),Two Mens Story,발라드,2011.02.22,862,"['사랑', '우연', '한번쯤', '거짓말', '사람']"
2011,2,92,같이 걸을까,이적,나무로 만든 노래,발라드,2007.04.19,44078,"['때', '오늘', '자락', '끝', '생']"
2011,2,93,다시,엠블랙,BLAQ Style 3D Edition,댄스,2011.02.22,1033,"['tell', 'Tryyyy', 'try', 'mo', '사랑']"
2011,2,94,너 말이야,F-ve Dolls,Charming Five Girls,댄스,2011.02.16,7124,"['Ah', 'Uh', '말', '이름', 'want']"
2011,2,95,미쳐,엠투엠 (M To M),미쳐,발라드,2011.02.21,378,"['말', '사랑', '안녕', '게', '일']"
2011,2,96,Sunshine ,간미연,Sunshine,발라드,2011.02.10,218,"['Hey', 'love', 'fall', 'time', 'll']"
2011,2,97,Cry,엠블랙,BLAQ Style,댄스,2011.01.10,2190,"['baby', 'yeah', '눈물', '말해줘', '오']"
2011,2,98,술을 못해요,베이지,술을 못해요,발라드,2011.01.11,1683,"['술', '전화', '후회', '사람', '생각']"
2011,2,99,아직…,오렌지 캬라멜,아잉♡,발라드,2010.11.18,1368,"['마음', '사랑', '이제', '말', '모두']"
2011,2,100,누구보다 널 사랑해,디셈버,조영수 All Star - 디셈버,발라드,2011.02.21,6219,"['어깨', '힘', '세상', '별', '태양']"
2011,3,1,TONIGHT,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,40545,"['오', 'tonight', '우', 'bang', 'big']"
2011,3,2,나만 몰랐던 이야기,아이유,Real+,발라드,2011.02.17,104094,"['끝', '겐', '나라', '그때', '이야기']"
2011,3,3,미친거니 ,송지은,미친거니,발라드,2011.03.03,29252,"['사랑', '날', 'Cry', 'Wan', 'Don']"
2011,3,4,내꺼중에 최고,이현,내꺼중에 최고,발라드,2011.02.15,16925,"['삶', '최고', '눈', '사람']"
2011,3,5,WHAT IS RIGHT,BIGBANG,빅뱅 미니앨범 4집,댄스,2011.02.24,24601,"['yeh', '사랑', '미안', 'ye', '말']"
